multi 194 200 # Embryonic_cyst is_a Malformation
mono  194 193 # Kyste_embryonnaire is_a Kyste

mono  341 335 # Structure_hypophysaire is_a Structure_endocrine
multi 341 380 # Structure_hypophysaire is_a Structure_nerveuse_centrale

mono  349 313 # Structure_ligamentaire_utérine is_a Structure_de_lutérus
multi 349 348 # Structure_ligamentaire_utérine is_a Structure_ligamentaire

mono  294 420 # Structure_de_la_paupière is_a Structure_visuelle
multi 294 275 # Structure_de_la_paupière is_a Structure_cutanée

mono  290 265 # Structure_de_la_langue is_a Structure_buccale

multi 371 370 # Structure_musculaire_de_la_langue is_a Structure_musculaire
mono  371 290 # Structure_musculaire_de_la_langue is_a Structure_de_la_langue

multi 328 359 # Structure_du_frein_de_la_langue is_a Structure_muqueuse
mono  328 290 # Structure_du_frein_de_la_langue is_a Structure_de_la_langue

mono  291 265 # Structure_de_la_lèvre is_a Structure_buccale
multi 291 359 # Structure_de_la_lèvre is_a Structure_muqueuse
multi 291 275 # Structure_de_la_lèvre is_a Structure_cutanée

multi 280 265 # Structure_cutanée_nasale is_a Structure_buccale
multi 280 291 # Structure_cutanée_nasale is_a Structure_de_la_lèvre
multi 280 377 # Structure_cutanée_nasale is_a Structure_nasale
mono  280 275 # Structure_cutanée_nasale is_a Structure_cutanée

multi 271 270 # Structure_cartilagineuse_laryngée is_a Structure_cartilagineuse_des_voies_respiratoires_supérieures
mono  271 347 # Structure_cartilagineuse_laryngée is_a Structure_laryngée

multi 272 270 # Structure_cartilagineuse_nasale is_a Structure_cartilagineuse_des_voies_respiratoires_supérieures
mono  272 377 # Structure_cartilagineuse_nasale is_a Structure_nasale

mono  273 419 # Structure_cartilagineuse_vertébrale is_a Structure_vertébrale
multi 273 267 # Structure_cartilagineuse_vertébrale is_a Structure_cartilagineuse

mono  274 386 # Structure_crânienne is_a Structure_osseuse
multi 274 380 # Structure_crânienne is_a Structure_nerveuse_centrale

mono  297 274 # Structure_de_la_suture_crânienne is_a Structure_crânienne
multi 297 260 # Structure_de_la_suture_crânienne is_a Structure_articulaire

multi 276 265 # Structure_cutanée_de_la_joue is_a Structure_buccale
mono  276 275 # Structure_cutanée_de_la_joue is_a Structure_cutanée

multi 277 275 # Structure_cutanée_de_loreille is_a Structure_cutanée
mono  277 263 # Structure_cutanée_de_loreille is_a Structure_auditive

mono  278 331 # Structure_cutanée_du_sein is_a Structure_du_sein
multi 278 275 # Structure_cutanée_du_sein is_a Structure_cutanée

mono  279 338 # Structure_cutanée_génitale is_a Structure_génitale
multi 279 275 # Structure_cutanée_génitale is_a Structure_cutanée

multi 334 386 # Structure_du_vestibule_osseux is_a Structure_osseuse
mono  334 263 # Structure_du_vestibule_osseux is_a Structure_auditive

mono  336 338 # Structure_endocrine_génitale is_a Structure_génitale
multi 336 335 # Structure_endocrine_génitale is_a Structure_endocrine

mono  332 250 # Structure_du_sphincter_anal is_a Structure_anale
multi 332 370 # Structure_du_sphincter_anal is_a Structure_musculaire

mono  237 239 # Région_du_foramen_de_Bochdalek is_a Région_du_thorax
multi 237 229 # Région_du_foramen_de_Bochdalek is_a Région_de_labdomen
multi 237 235 # Région_du_foramen_de_Bochdalek is_a Région_du_diaphragme

multi 230 229 # Région_de_laine is_a Région_de_labdomen
mono  230 226 # Région_de_laine is_a Région_de_la_jambe

multi 231 239 # Région_de_laisselle is_a Région_du_thorax
multi 231 236 # Région_de_laisselle is_a Région_du_dos
mono  231 234 # Région_de_laisselle is_a Région_du_bras

mono  232 236 # Région_de_lépaule is_a Région_du_dos
multi 232 234 # Région_de_lépaule is_a Région_du_bras

mono  233 236 # Région_des_tendons_du_dos is_a Région_du_dos

mono  405 265 # Structure_salivaire is_a Structure_buccale

mono  400 399 # Structure_prostatique_de_lurètre is_a Structure_prostatique
multi 400 312 # Structure_prostatique_de_lurètre is_a Structure_de_lurètre

mono  408 340 # Structure_spongieuse_de_lurètre is_a Structure_génitale_masculine
multi 408 312 # Structure_spongieuse_de_lurètre is_a Structure_de_lurètre

multi 379 380 # Structure_nerveuse_auditive is_a Structure_nerveuse_centrale
mono  379 263 # Structure_nerveuse_auditive is_a Structure_auditive

multi 373 376 # Structure_musculaire_du_cricopharynx is_a Structure_musculaire_pharyngée
mono  373 384 # Structure_musculaire_du_cricopharynx is_a Structure_oesophagienne

multi 372 370 # Structure_musculaire_des_osselets is_a Structure_musculaire
mono  372 263 # Structure_musculaire_des_osselets is_a Structure_auditive

mono  375 420 # Structure_musculaire_occulaire is_a Structure_visuelle
multi 375 370 # Structure_musculaire_occulaire is_a Structure_musculaire

multi 374 370 # Structure_musculaire_laryngée is_a Structure_musculaire
mono  374 347 # Structure_musculaire_laryngée is_a Structure_laryngée

multi 376 370 # Structure_musculaire_pharyngée is_a Structure_musculaire
mono  376 396 # Structure_musculaire_pharyngée is_a Structure_pharyngée

mono  392 386 # Structure_osseuse_périarticulaire is_a Structure_osseuse
multi 392 260 # Structure_osseuse_périarticulaire is_a Structure_articulaire

mono  245 385 # Structure_adipeuse_de_lorbite is_a Structure_orbitale
multi 245 244 # Structure_adipeuse_de_lorbite is_a Structure_adipeuse

mono  247 244 # Structure_adipeuse_sous_cutanée is_a Structure_adipeuse
multi 247 275 # Structure_adipeuse_sous_cutanée is_a Structure_cutanée

mono  248 246 # Structure_adipeuse_sous_cutanée_du_sein is_a Structure_adipeuse_du_sein
multi 248 247 # Structure_adipeuse_sous_cutanée_du_sein is_a Structure_adipeuse_sous_cutanée

multi 246 244 # Structure_adipeuse_du_sein is_a Structure_adipeuse
mono  246 331 # Structure_adipeuse_du_sein is_a Structure_du_sein

multi 241 239 # Région_thoracique_dorsale is_a Région_du_thorax
mono  241 236 # Région_thoracique_dorsale is_a Région_du_dos

multi 240 229 # Région_lombaire is_a Région_de_labdomen
mono  240 236 # Région_lombaire is_a Région_du_dos

multi 249 345 # Structure_amygdalienne is_a Structure_immunitaire
mono  249 396 # Structure_amygdalienne is_a Structure_pharyngée

multi 324 293 # Structure_du_canal_vertébral is_a Structure_de_la_moelle_épinière
mono  324 419 # Structure_du_canal_vertébral is_a Structure_vertébrale

mono  325 303 # Structure_du_caroncule_duodénale is_a Structure_de_la_vésicule_biliaire
multi 325 394 # Structure_du_caroncule_duodénale is_a Structure_pancréatique
multi 325 308 # Structure_du_caroncule_duodénale is_a Structure_de_lintestin_grêle

mono  329 265 # Structure_du_palais is_a Structure_buccale
multi 329 345 # Structure_du_palais is_a Structure_immunitaire

multi 388 386 # Structure_osseuse_du_palais is_a Structure_osseuse
mono  388 329 # Structure_osseuse_du_palais is_a Structure_du_palais

mono  412 385 # Structure_tendineuse_orbitale is_a Structure_orbitale
multi 412 411 # Structure_tendineuse_orbitale is_a Structure_tendineuse

mono  310 302 # Structure_de_lorifice_urétérique is_a Structure_de_la_vessie
multi 310 311 # Structure_de_lorifice_urétérique is_a Structure_de_luretère
